ST,STATE,OCC_TITLE,A_MEAN
ID,Idaho,Motion Picture Projectionists,26170
ID,Idaho,"Ushers, Lobby Attendants, and Ticket Takers",18350
ID,Idaho,Amusement and Recreation Attendants,18930
ID,Idaho,"Entertainment Attendants and Related Workers, All Other",22800
ID,Idaho,Funeral Attendants,24150
ID,Idaho,"Morticians, Undertakers, and Funeral Directors",48560
ID,Idaho,"Hairdressers, Hairstylists, and Cosmetologists",23890
ID,Idaho,Manicurists and Pedicurists,21520
ID,Idaho,Skincare Specialists,37330
ID,Idaho,Baggage Porters and Bellhops,20950
ID,Idaho,Concierges,27430
ID,Idaho,Tour Guides and Escorts,21780
ID,Idaho,Travel Guides,19150
ID,Idaho,Childcare Workers,18860
ID,Idaho,Personal Care Aides,19550
ID,Idaho,Fitness Trainers and Aerobics Instructors,32330
ID,Idaho,Recreation Workers,24800
ID,Idaho,Residential Advisors,21010
ID,Idaho,Sales and Related Occupations,32950
ID,Idaho,First-Line Supervisors of Retail Sales Workers,36990
ID,Idaho,First-Line Supervisors of Non-Retail Sales Workers,71750
ID,Idaho,Cashiers,20210
ID,Idaho,Gaming Change Persons and Booth Cashiers,26660
ID,Idaho,Counter and Rental Clerks,24870
ID,Idaho,Parts Salespersons,32440
ID,Idaho,Retail Salespersons,25750
ID,Idaho,Advertising Sales Agents,38390
ID,Idaho,Insurance Sales Agents,55880
ID,Idaho,"Securities, Commodities, and Financial Services Sales Agents",75230
ID,Idaho,Travel Agents,32330
ID,Idaho,"Sales Representatives, Services, All Other",46930
ID,Idaho,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",64800
ID,Idaho,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",57570
ID,Idaho,Demonstrators and Product Promoters,25100
ID,Idaho,Models,26170
ID,Idaho,Real Estate Brokers,61370
ID,Idaho,Real Estate Sales Agents,40790
ID,Idaho,Sales Engineers,91850
ID,Idaho,Telemarketers,23030
ID,Idaho,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",24130
ID,Idaho,"Sales and Related Workers, All Other",35750
ID,Idaho,Office and Administrative Support Occupations,31280
ID,Idaho,First-Line Supervisors of Office and Administrative Support Workers,44720
ID,Idaho,"Switchboard Operators, Including Answering Service",25080
ID,Idaho,Telephone Operators,24630
ID,Idaho,Bill and Account Collectors,33200
ID,Idaho,Billing and Posting Clerks,31950
ID,Idaho,"Bookkeeping, Accounting, and Auditing Clerks",33800
ID,Idaho,Payroll and Timekeeping Clerks,35390
ID,Idaho,Procurement Clerks,38610
ID,Idaho,Tellers,24610
ID,Idaho,"Financial Clerks, All Other",41420
ID,Idaho,Brokerage Clerks,44050
ID,Idaho,"Court, Municipal, and License Clerks",31930
ID,Idaho,"Credit Authorizers, Checkers, and Clerks",34710
ID,Idaho,Customer Service Representatives,28470
ID,Idaho,"Eligibility Interviewers, Government Programs",36050
ID,Idaho,File Clerks,27160
ID,Idaho,"Hotel, Motel, and Resort Desk Clerks",20820
ID,Idaho,"Interviewers, Except Eligibility and Loan",28490
ID,Idaho,"Library Assistants, Clerical",22510
ID,Idaho,Loan Interviewers and Clerks,36780
ID,Idaho,New Accounts Clerks,33700
ID,Idaho,Order Clerks,36560
ID,Idaho,"Human Resources Assistants, Except Payroll and Timekeeping",36210
ID,Idaho,Receptionists and Information Clerks,26560
ID,Idaho,Reservation and Transportation Ticket Agents and Travel Clerks,34050
ID,Idaho,"Information and Record Clerks, All Other",35670
ID,Idaho,Cargo and Freight Agents,40210
ID,Idaho,Couriers and Messengers,26380
ID,Idaho,"Police, Fire, and Ambulance Dispatchers",35410
ID,Idaho,"Dispatchers, Except Police, Fire, and Ambulance",38920
ID,Idaho,"Meter Readers, Utilities",39640
ID,Idaho,Postal Service Clerks,45790
ID,Idaho,Postal Service Mail Carriers,50740
ID,Idaho,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",45520
ID,Idaho,"Production, Planning, and Expediting Clerks",41300
ID,Idaho,"Shipping, Receiving, and Traffic Clerks",28420
ID,Idaho,Stock Clerks and Order Fillers,24130
ID,Idaho,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",25130
ID,Idaho,Executive Secretaries and Executive Administrative Assistants,44590
ID,Idaho,Legal Secretaries,35860
ID,Idaho,Medical Secretaries,30560
ID,Idaho,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",29460
ID,Idaho,Computer Operators,36710
ID,Idaho,Data Entry Keyers,28660
ID,Idaho,Word Processors and Typists,22190
ID,Idaho,Desktop Publishers,31750
ID,Idaho,Insurance Claims and Policy Processing Clerks,35670
ID,Idaho,"Mail Clerks and Mail Machine Operators, Except Postal Service",27680
ID,Idaho,"Office Clerks, General",28510
ID,Idaho,"Office Machine Operators, Except Computer",26840
ID,Idaho,Proofreaders and Copy Markers,35490
ID,Idaho,"Office and Administrative Support Workers, All Other",33240
ID,Idaho,"Farming, Fishing, and Forestry Occupations",29230
ID,Idaho,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",44760
ID,Idaho,Agricultural Inspectors,34990
ID,Idaho,"Graders and Sorters, Agricultural Products",19640
ID,Idaho,Agricultural Equipment Operators,27400
ID,Idaho,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",22290
ID,Idaho,"Farmworkers, Farm, Ranch, and Aquacultural Animals",27380
ID,Idaho,"Agricultural Workers, All Other",32450
ID,Idaho,Fallers,56460
ID,Idaho,Logging Equipment Operators,49810
ID,Idaho,Log Graders and Scalers,36350
ID,Idaho,Construction and Extraction Occupations,38640
ID,Idaho,First-Line Supervisors of Construction Trades and Extraction Workers,53650
ID,Idaho,Boilermakers,58310
ID,Idaho,Brickmasons and Blockmasons,44550
ID,Idaho,Stonemasons,36230
ID,Idaho,Carpenters,36890
ID,Idaho,Carpet Installers,35330
ID,Idaho,"Floor Layers, Except Carpet, Wood, and Hard Tiles",37350
ID,Idaho,Tile and Marble Setters,30820
ID,Idaho,Cement Masons and Concrete Finishers,32540
ID,Idaho,Construction Laborers,29490
ID,Idaho,"Paving, Surfacing, and Tamping Equipment Operators",40020
ID,Idaho,Operating Engineers and Other Construction Equipment Operators,43740
ID,Idaho,Drywall and Ceiling Tile Installers,35550
ID,Idaho,Tapers,39280
ID,Idaho,Electricians,45620
ID,Idaho,Glaziers,32210
ID,Idaho,"Insulation Workers, Floor, Ceiling, and Wall",34870
ID,Idaho,"Insulation Workers, Mechanical",42600
ID,Idaho,"Painters, Construction and Maintenance",29080
ID,Idaho,Pipelayers,36870
ID,Idaho,"Plumbers, Pipefitters, and Steamfitters",45190
ID,Idaho,Plasterers and Stucco Masons,30060
ID,Idaho,Reinforcing Iron and Rebar Workers,41890
ID,Idaho,Roofers,33460
ID,Idaho,Sheet Metal Workers,40700
ID,Idaho,Structural Iron and Steel Workers,44780
ID,Idaho,Solar Photovoltaic Installers,40310
ID,Idaho,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",29740
ID,Idaho,Helpers--Carpenters,28870
ID,Idaho,Helpers--Electricians,31900
ID,Idaho,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",20160
ID,Idaho,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",24630
ID,Idaho,Helpers--Roofers,30330
ID,Idaho,"Helpers, Construction Trades, All Other",24900
ID,Idaho,Construction and Building Inspectors,47520
ID,Idaho,Fence Erectors,29240
ID,Idaho,Hazardous Materials Removal Workers,58690
ID,Idaho,Highway Maintenance Workers,35630
ID,Idaho,Septic Tank Servicers and Sewer Pipe Cleaners,33530
ID,Idaho,"Construction and Related Workers, All Other",35430
ID,Idaho,"Earth Drillers, Except Oil and Gas",48220
ID,Idaho,"Explosives Workers, Ordnance Handling Experts, and Blasters",54960
ID,Idaho,Continuous Mining Machine Operators,46050
ID,Idaho,Helpers--Extraction Workers,32710
ID,Idaho,"Installation, Maintenance, and Repair Occupations",41640
ID,Idaho,"First-Line Supervisors of Mechanics, Installers, and Repairers",57040
ID,Idaho,"Computer, Automated Teller, and Office Machine Repairers",35500
ID,Idaho,"Radio, Cellular, and Tower Equipment Installers and Repairers",48440
ID,Idaho,"Telecommunications Equipment Installers and Repairers, Except Line Installers",43050
ID,Idaho,Avionics Technicians,51870
ID,Idaho,"Electric Motor, Power Tool, and Related Repairers",38500
ID,Idaho,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",56110
ID,Idaho,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",81900
ID,Idaho,Electronic Home Entertainment Equipment Installers and Repairers,30860
ID,Idaho,Security and Fire Alarm Systems Installers,39100
ID,Idaho,Aircraft Mechanics and Service Technicians,47820
ID,Idaho,Automotive Body and Related Repairers,40110
ID,Idaho,Automotive Glass Installers and Repairers,31400
ID,Idaho,Automotive Service Technicians and Mechanics,39150
ID,Idaho,Bus and Truck Mechanics and Diesel Engine Specialists,40750
ID,Idaho,Farm Equipment Mechanics and Service Technicians,38010
ID,Idaho,"Mobile Heavy Equipment Mechanics, Except Engines",45670
ID,Idaho,Rail Car Repairers,53750
ID,Idaho,Motorboat Mechanics and Service Technicians,39270
ID,Idaho,Motorcycle Mechanics,37600
ID,Idaho,Outdoor Power Equipment and Other Small Engine Mechanics,35830
ID,Idaho,Bicycle Repairers,25150
ID,Idaho,Recreational Vehicle Service Technicians,36070
ID,Idaho,Tire Repairers and Changers,26480
ID,Idaho,Mechanical Door Repairers,36990
ID,Idaho,"Control and Valve Installers and Repairers, Except Mechanical Door",45970
ID,Idaho,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",38290
ID,Idaho,Home Appliance Repairers,33010
ID,Idaho,Industrial Machinery Mechanics,47820
ID,Idaho,"Maintenance Workers, Machinery",41510
ID,Idaho,Millwrights,42960
ID,Idaho,Electrical Power-Line Installers and Repairers,75170
ID,Idaho,Telecommunications Line Installers and Repairers,38220
ID,Idaho,Medical Equipment Repairers,54510
ID,Idaho,"Precision Instrument and Equipment Repairers, All Other",49140
ID,Idaho,"Maintenance and Repair Workers, General",35510
ID,Idaho,"Coin, Vending, and Amusement Machine Servicers and Repairers",35260
ID,Idaho,Locksmiths and Safe Repairers,29450
ID,Idaho,Signal and Track Switch Repairers,50060
ID,Idaho,"Helpers--Installation, Maintenance, and Repair Workers",24340
ID,Idaho,"Installation, Maintenance, and Repair Workers, All Other",45190
ID,Idaho,Production Occupations,32670
ID,Idaho,First-Line Supervisors of Production and Operating Workers,50840
ID,Idaho,"Coil Winders, Tapers, and Finishers",27530
ID,Idaho,Electrical and Electronic Equipment Assemblers,24710
ID,Idaho,Electromechanical Equipment Assemblers,32590
ID,Idaho,Structural Metal Fabricators and Fitters,37350
ID,Idaho,Fiberglass Laminators and Fabricators,26460
ID,Idaho,Team Assemblers,26870
ID,Idaho,"Assemblers and Fabricators, All Other",22440
ID,Idaho,Bakers,24150
ID,Idaho,Butchers and Meat Cutters,32170
ID,Idaho,"Meat, Poultry, and Fish Cutters and Trimmers",25060
ID,Idaho,Slaughterers and Meat Packers,29300
ID,Idaho,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",30550
ID,Idaho,Food Batchmakers,28660
ID,Idaho,Food Cooking Machine Operators and Tenders,37380
ID,Idaho,"Food Processing Workers, All Other",31830
ID,Idaho,"Computer-Controlled Machine Tool Operators, Metal and Plastic",31610
ID,Idaho,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",46870
ID,Idaho,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",34150
ID,Idaho,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",26290
ID,Idaho,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",30350
ID,Idaho,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",25060
ID,Idaho,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",35220
ID,Idaho,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",32640
ID,Idaho,Machinists,40190
ID,Idaho,"Pourers and Casters, Metal",23730
ID,Idaho,Foundry Mold and Coremakers,33220
ID,Idaho,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",28420
ID,Idaho,Tool and Die Makers,47770
ID,Idaho,"Welders, Cutters, Solderers, and Brazers",35200
ID,Idaho,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",32350
ID,Idaho,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",35510
ID,Idaho,"Tool Grinders, Filers, and Sharpeners",32400
ID,Idaho,Prepress Technicians and Workers,30220
ID,Idaho,Printing Press Operators,32140
ID,Idaho,Print Binding and Finishing Workers,28890
ID,Idaho,Laundry and Dry-Cleaning Workers,20700
ID,Idaho,"Pressers, Textile, Garment, and Related Materials",20330
ID,Idaho,Sewing Machine Operators,23420
ID,Idaho,"Tailors, Dressmakers, and Custom Sewers",25780
ID,Idaho,Upholsterers,29240
ID,Idaho,"Textile, Apparel, and Furnishings Workers, All Other",27810
ID,Idaho,Cabinetmakers and Bench Carpenters,29490
ID,Idaho,Furniture Finishers,28150
ID,Idaho,"Sawing Machine Setters, Operators, and Tenders, Wood",27480
ID,Idaho,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",29420
ID,Idaho,"Woodworkers, All Other",22940
ID,Idaho,Power Plant Operators,63450
ID,Idaho,Stationary Engineers and Boiler Operators,45730
ID,Idaho,Water and Wastewater Treatment Plant and System Operators,39530
ID,Idaho,Chemical Plant and System Operators,54030
ID,Idaho,Chemical Equipment Operators and Tenders,*
ID,Idaho,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",37140
ID,Idaho,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",32150
ID,Idaho,"Grinding and Polishing Workers, Hand",25110
ID,Idaho,"Mixing and Blending Machine Setters, Operators, and Tenders",28650
ID,Idaho,"Cutters and Trimmers, Hand",24890
ID,Idaho,"Cutting and Slicing Machine Setters, Operators, and Tenders",28110
ID,Idaho,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",33170
ID,Idaho,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",31770
ID,Idaho,"Inspectors, Testers, Sorters, Samplers, and Weighers",35720
ID,Idaho,Jewelers and Precious Stone and Metal Workers,*
ID,Idaho,Dental Laboratory Technicians,40610
ID,Idaho,Ophthalmic Laboratory Technicians,32930
ID,Idaho,Packaging and Filling Machine Operators and Tenders,28950
ID,Idaho,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",27120
ID,Idaho,"Painters, Transportation Equipment",37120
ID,Idaho,Photographic Process Workers and Processing Machine Operators,29160
ID,Idaho,Adhesive Bonding Machine Operators and Tenders,34360
ID,Idaho,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",31330
ID,Idaho,Etchers and Engravers,28020
ID,Idaho,"Molders, Shapers, and Casters, Except Metal and Plastic",28310
ID,Idaho,"Paper Goods Machine Setters, Operators, and Tenders",37890
ID,Idaho,Tire Builders,27500
ID,Idaho,Helpers--Production Workers,27300
ID,Idaho,"Production Workers, All Other",37270
ID,Idaho,Transportation and Material Moving Occupations,32410
ID,Idaho,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",43010
ID,Idaho,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,49510
ID,Idaho,"Airline Pilots, Copilots, and Flight Engineers",*
ID,Idaho,Commercial Pilots,73590
ID,Idaho,Air Traffic Controllers,77100
ID,Idaho,Airfield Operations Specialists,34670
ID,Idaho,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",26250
ID,Idaho,"Bus Drivers, Transit and Intercity",34560
ID,Idaho,"Bus Drivers, School or Special Client",24590
ID,Idaho,Driver/Sales Workers,30850
ID,Idaho,Heavy and Tractor-Trailer Truck Drivers,37250
ID,Idaho,Light Truck or Delivery Services Drivers,32370
ID,Idaho,Taxi Drivers and Chauffeurs,20700
ID,Idaho,"Motor Vehicle Operators, All Other",28930
ID,Idaho,Locomotive Engineers,55300
ID,Idaho,Railroad Conductors and Yardmasters,55110
ID,Idaho,Parking Lot Attendants,18270
ID,Idaho,Automotive and Watercraft Service Attendants,22640
ID,Idaho,Transportation Inspectors,69390
ID,Idaho,"Transportation Attendants, Except Flight Attendants",28830
ID,Idaho,"Transportation Workers, All Other",26180
ID,Idaho,Conveyor Operators and Tenders,31710
ID,Idaho,Crane and Tower Operators,53440
ID,Idaho,Dredge Operators,49350
ID,Idaho,Excavating and Loading Machine and Dragline Operators,39200
ID,Idaho,"Loading Machine Operators, Underground Mining",43660
ID,Idaho,Industrial Truck and Tractor Operators,29930
ID,Idaho,Cleaners of Vehicles and Equipment,23650
ID,Idaho,"Laborers and Freight, Stock, and Material Movers, Hand",27080
ID,Idaho,Machine Feeders and Offbearers,29600
ID,Idaho,"Packers and Packagers, Hand",21310
ID,Idaho,Refuse and Recyclable Material Collectors,32290
ID,Idaho,"Material Moving Workers, All Other",28280
IL,Illinois,All Occupations,48780
IL,Illinois,Management Occupations,106750
IL,Illinois,Chief Executives,167740
IL,Illinois,General and Operations Managers,104870
IL,Illinois,Legislators,32230
IL,Illinois,Advertising and Promotions Managers,116430
IL,Illinois,Marketing Managers,122230
IL,Illinois,Sales Managers,119210
IL,Illinois,Public Relations and Fundraising Managers,105520
IL,Illinois,Administrative Services Managers,75980
IL,Illinois,Computer and Information Systems Managers,123530
IL,Illinois,Financial Managers,125480
IL,Illinois,Industrial Production Managers,94830
IL,Illinois,Purchasing Managers,102310
IL,Illinois,"Transportation, Storage, and Distribution Managers",92170
IL,Illinois,Compensation and Benefits Managers,106380
IL,Illinois,Human Resources Managers,102720
IL,Illinois,Training and Development Managers,101300
IL,Illinois,"Farmers, Ranchers, and Other Agricultural Managers",69550
IL,Illinois,Construction Managers,92680
